id,sentence,difficulty
1598,"Plusieurs caractéristiques des anciens rapports sociaux ont été conservées - notamment l'interdisciplinarité (on trouvera ici des contributions d'économistes, de sociologues, de politologues, de démographes) et le plurilinguisme (le rapport est publié en allemand, en français et en anglais, afin d'ouvrir et d'internationaliser le débat).",C1
1599,Mes plus subtils efforts s'inanisèrent devant le parti pris mutiste du père de Georges.,C2
1600,Le restaurant est sur votre gauche,A1
1601,"À mi-parcours, il doit souvent faire demi-tour",B2
1602,"Bientôt, ce sera au tour des entreprises de bénéficier d'une telle possibilité, qui devrait permettre de collecter et de recycler près de 70 000 tonnes de déchets professionnels.",B2
1603,"En attendant, pour le remplacer, je vous présente notre nouveau cuisinier.",B1
1604,"Le piment végétarien, que l'on appelle aussi piment végétal, est un incontournable de la cuisine antillaise",C1
1605,Le 24 décembre est le jour du réveillon,B2
1606,"Il a fait construire en plus une belle véranda contenant une bibliothèque, pour profiter du soleil et d'une vue sur le jardin",B1
1607,"L'engouement pour les potagers s'inscrit dans le mouvement du développement de l'autonomie alimentaire, un mouvement accentué par cette crise du coronavirus.",B2
1608,Quand je l'ai vu mon coeur s'est mis à battre très fort.,B1
1609,"Qu'est-ce qui peut bien poser problème dans ces petits livrets pourtant plutôt attractifs pour que seuls 23, 4 % de leurs détenteurs arrivent au bout ?",C2
1610,Le maître et le chien doivent bien se connaître mais aussi et surtout bien se comprendre.,B1
1611,"Quand je me suis levé ce matin, j'avais un mal de ventre horrible.",B1
1612,"Telle est l'analyse de l'Union fédérale des consommateurs qui a demandé, mardi 9 août, en dévoilant une synthèse sur le sujet une profonde inflexion dans la gestion des ressources disponibles",C2
1613,"Je ne crois pas qu'on doive interdire aux gens de revenir si c'est leur volonté, mais ils devraient disposer d'un logement ailleurs au cas où",B1
1614,La production disparut presque totalement en France.,B2
1615,J'ai de la chance d'avoir vu le spectacle plus de 500 fois,A2
1616,Tu as vu mes soeurs,A1
1617,"Le lendemain de son 50ème anniversaire, on lui diagnostique un cancer du poumon en phase terminale avec une espérance de vie estimée à deux ans.",C1
1618,"Avec la lutte contre le séparatisme, une stratégie d'entrave et répressive contre l'islam radical est mise en oeuvre.",C1
1619,"Et lorsqu'ils commencent à ôter le plancher de la salle à manger, ils découvrent du sang coagulé.",B2
1620,Il t'ordonne de partir immédiatement !,A2
1621,"Serait - ce que la vie semble d'autant plus réelle que toutes les illusions disparaissent, comme la cime des rochers se dessine mieux dans l'horizon lorsque les nuages se dissipent ?",C2
1622,Une frange de la population s'en trouve exclue et souffre tant des conditions matérielles à laquelle elle est réduite que du regard porté sur elle.,C2
1623,L'auteur souhaite encourager les femmes à s'impliquer en mathématiques.,B2
1624,"Je cours dans ma chambre, et je me dépêche de m'habiller et de me maquiller, puis je vais prendre le métro",A2
1625,"Jamais, moi je parlerai comme ça de mon père.",A2
1626,Nous avons réfléchi et nous avons choisi un bonbon,A2
1627,"Malgré la montée des problèmes liés à l'obésité, la priorité absolue de la FAO reste la lutte contre la faim, car 840 millions de personnes continuent de souffrir chroniquement de sous-alimentation.",C1
1628,"Une vision qui rejoint celle de D. Méda : elle en appelle également à désenchanter le travail, c'est-à-dire à relativiser sa place dans nos sociétés au profit des activités sociales et politiques, qui développent l'autonomie et la coopération.",C2
1629,Les étudiantes se seraient assises sur un banc en vous attendant.,B2
1630,"Quand on était petit, on apprenait à marcher.",A2
1631,"Mais à la fin, monsieur, quelle raison avez-vous de haïr Montfleury ?",B1
1632,"Autrefois, la faune et la flore partout, mais maintenant nos villes ne sont plus que des blocs de béton.",B2
1633,"Il eût fallu que le curé lui-même sût cette langue ; or elle était l'objet de ses mépris ; ses connaissances en ce genre se bornaient à réciter, par coeur, les prières de son missel, dont il pouvait rendre à peu près le sens à ses ouailles.",C2
1634,Un chien comme Djengo est éduqué (ou dressé) pour accompagner une personne aveugle ou qui voit mal et pour l'aider dans ses déplacements quotidiens.,B1
1635,"Le rap, c'est plus pour moi ""boom bap"", un peu ce qui se faisait avant",A2
1636,Je me souviens d'un été durant lequel nous nous étions beaucoup déplacés en caravane,C2
1637,"Les parents de mon mari habitent très loin de chez nous, mais mes parents ont une maison à quelques kilomètres de la nôtre",A1
1638,Le vernissage aura lieu le 22 juin à la Galerie de la Calande.,B2
1639,"Pour moi, les médecins et les infirmières sont des héros sans costume.",A2
1640,"Et on ira manger une gaufre juste après, ça te dit ?",A1
1641,"Il est reconnu utile pour les adultes qui travaillent, surtout pour les médecins, les reporters , ceux qui doivent voyager, ou encore en cas de pépin, de panne sur l'autoroute, d'accident.",B2
1642,Ma femme ma dit que tu es trés gentille.,A2
1643,"J'ai obtenu ce que je voulais, je suis satisfait.",A2
1644,"Un crime immotivé, quel embarras pour la police",C2
1645,Ne pas avaler.,A2
1646,"Ils disaient ça : ""Mais, en fait, j'ai eu tort"".",A2
1647,Vous avez bien entendu ce que le professeur a dit avant?,A2
1648,Vous êtes donc à la rédaction d'Inter spécialiste des questions environnementales et nous fêtons aujourd'hui les trente ans du Conservatoire du littoral.,C1
1649,"Pendant que les humains bavardaient, Mimi le caniche, Fido le berger allemand et moi, on se donnait les nouvelles du quartier et on reniflait les nouveaux arrivants",C1
1650,"Pour être naturalisé, il faut constituer un dossier et remplir certaines conditions.",B2
1651,Le départ est le seul horizon offert à ceux qui cherchent les mille écrins où le destin cache les solutions de ses mille erreurs.,C1
1652,"Quand il recevra cette déclaration, il constatera que tu es sincère et il s'apercevra que tu l'aimes vraiment.",B1
1653,"Au cours des années 1970 et 1980, plusieurs groupes environnementalistes de pays industrialisés d'Europe de l'ouest et d'Amérique du Nord ont organisé des campagnes contre la chasse aux baleines et aux phoques.",C1
1654,"Ces fromages sont en quelque sorte une garantie pour le bien-être des vaches et des chèvres, et pour la préservation du terroir.",B2
1655,Qu'en pensez-vous ?,A1
1656,"En fait, ma mère préfère faire le ménage toute seule parce que moi, je casse tout.",A2
1657,"Et bien, pourquoi pas ?",A2
1658,"Il ne savait rien, sinon qu'elle se rassemblait vers Maubeuge.",B2
1659,Versez peu à peu la farine dans le mélange oeuf-sucre pour éviter les grumeaux,C1
1660,"Fabrice se jeta après elle pour la sauver, et tous deux furent entraînés assez loin.",C1
1661,"Ce soir, je suis allé faire les courses pour notre pique-nique de demain : Nous allons faire une randonnée sur le plus grand volcan de l'île.",A2
1662,Le corgi a l'allure d'un petit renard.,A2
1663,On a dû écouter nos parents,A2
1664,Nous bénéficions de moyens financiers suffisants et justifier les raisons de leur séjour,C1
1665,Instinctivement je regardai ma montre : deux heures du matin.,C1
1666,"les dix minutes, vingt personnes sont autorisées à gravir l'escalier en colimaçon",C2
1667,Tu ne devrais pas prendre le même pull que ton père.,B1
1668,Je savais bien que j'étais assise depuis trop longtemps.,B1
1669,Bruxelles est en droit de défendre les politiques qu'elle conduit.,B1
1670,"Ce qu'il aime par dessus tout, c'est le bricolage.",A2
1671,Il n'y a pas eu de pluie depuis notre arrivée.,B1
1672,"Reprochant aux autorités administratives l'absence de politique forestière à long terme, ils profitent de la durée de leurs permis pour exploiter sans discernement tout ce qui peut se vendre afin d'accroître leurs marges bénéficiaires.",B2
1673,J'ai bien aimé le film,A2
1674,"Jeudi, on va au restaurant pour l'anniversaire de ma soeur.",A2
1675,Les vents ne se calmèrent qu'au petit matin.,A2
1676,Et tous les terrains Nathalie qui ont été acquis par le conservatoire sont effectivement ouverts au public.,C1
1677,"Pour accroître leur compétitivité, les multinationales qui contrôlent, par exemple, les marchés mondiaux du café et de la banane, tirent sans cesse les prix d'achat vers le bas.",C1
1678,"Au bout du petit matin, l'échouage hétéroclite, les puanteurs exacerbées de la corruption, les sodomies monstrueuses de l'hostie et du victimaire, les coltis infranchissables du préjugé et de la sottise, les prostitutions, les hypocrisies, les lubricités, les trahisons, les mensonges, les faux, les concussions - l'essoufflement des lâchetés insuffisantes, l'enthousiasme sans ahan aux poussis surnuméraires, les avidités, les hystéries, les perversions, les arlequinades de la misère, les estropiements, les prurits, les urticaires, les hamacs tièdes de la dégénérescence. Ici la parade des risibles et scrofuleux bubons, les poutures de microbes très étranges, le poisons sans alexitère connu, les sanies de plaies bien antiques, les fermentations imprévisibles d'espèces putrescibles.",C2
1679,"Oui, je l'ai reçue hier.",B1
1680,"Je suis contente, je vais voir Amélie",A1
1681,"Il y a l'eau qu'on consomme en pleine conscience, en la voyant couler et celle que lon consomme, voire que l'on gâche sans le savoir, elle s'appelle ""l'eau virtuelle""",B1
1682,"Ce code, si l'on en jugeait par l'entêtement soudain qu'elle mettait à ne pas vouloir faire certaines commissions que nous lui donnions, semblait avoir prévu des complexités sociales et des raffinements mondains tels que rien dans l'entourage de Françoise et dans sa vie de domestique de village n'avait pu les lui suggérer ; et l'on était obligé de se dire qu'il y avait en elle un passé français très ancien, noble et mal compris, comme dans ces cités manufacturières où de vieux hôtels témoignent qu'il y eut jadis une vie de cour, et où les ouvriers d'une usine de produits chimiques travaillent au milieu de délicates sculptures qui représentent le miracle de saint Théophile ou les quatre fils Aymon.",C2
1683,Ses propos ultra-monarchiques irritaient les populations qu'on voulait plonger dans le sommeil et l'incurie.,C1
1684,Tu n'as pas de stylo ?,A1
1685,"Boum voilà, on arrive, on veut faire du vélo en famille et on a les vacances.",B1
1686,Nous savions pertinemment qu'être aussi justes financièrement n'était pas normal.,B2
1687,"En le voyant, vous comprendez mieux.",B1
1688,"Il l'avait tenue là sévèrement enfermée, cloîtrée, ignorée et ignorante des choses humaines.",C1
1689,"Tout va bien, merci.",A1
1690,A samedi !,A1
1691,"Hier, en raison de violents orages, des villageois ont été privés d'électricité.",B2
1692,"Là encore, la continuité: de tous les choix possibles, la tolérance constitue, quelle que soit l'année, la valeur ou qualité la plus souvent choisie par les enquêtes, commente le chargé de recherche à la Fondation nationale des sciences politiques.",B2
1693,"Ils auraient voulu que ces vacances ne finissent jamais, mais ils rentrés des souvenirs plein la tête",B2
1694,"Serveur : bonsoir, madame, en quoi puis-je vous aider ?",A2
1695,Il y a beaucoup de désordre dans l'appartement.,A1
1696,Il suffit de rester 30 minutes dans la cabine LIRVA pour être capable de se débrouiller dans toutes les situations de la vie quotidienne et dans la langue de son choix.,A1
1697,"Ce réseau de lieux se déploie à l'échelle européenne, non sans rencontrer des barrières linguistiques (l'allemand) ou des frontières difficiles à franchir de la France).",C1
1698,"Dis donc, il fait beau en ce moment ! L'été n'est plus très loin.",B1
1699,Je t'aime.,A1
1700,Son accent est si naturel que cela n'a posé aucun problème.,B1
1701,"Depuis 2006, les particuliers français peuvent recycler des déchets d'équipements électriques et électroniques grâce à la reprise un pour un .",B2
